afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort
8483,230973,,1,2021-12-21 00:00:00,17,90137,3,L 66,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats og lov om arbejdsmiljø. (Forlængelse af retten til uddannelse for personer, der har arbejdet i minkerhvervet eller følgeerhverv, inden for en pulje til og med 2022 og bemyndigelse til at fastsætte regler om Arbejdstilsynets behandling af personoplysninger i forbindelse med brug af hjælpeværktøjer m.v.).","Om forlængelse af retten til uddannelse for personer, der har arbejdet i minkerhvervet eller følgeerhverv, inden for en pulje til og med 2022 m.v."
8609,228971,,1,2021-12-22 00:00:00,17,89569,3,L 1,Forslag til finanslov for finansåret 2022.,Om finanslov for finansåret 2022.
8610,228999,,1,2021-12-22 00:00:00,17,89571,3,L 2,"Forslag til lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2025.","Om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2025."
8616,230895,,1,2022-01-20 00:00:00,17,90131,3,L 83,Forslag til lov om ændring af lov om internationalt udviklingssamarbejde. (Ændring af grundlag for oplysningsarbejde om udviklingssamarbejde).,Om ændring af grundlag for oplysningsarbejde om udviklingssamarbejde.
8617,233189,,1,2022-01-20 00:00:00,17,90943,3,L 85 B,Forslag til lov om ændring af lov om elektroniske cigaretter m.v. og lov om tobaksvarer m.v. (Tilpasning af gebyrmodellerne for produkter omfattet af lov om elektroniske cigaretter m.v. og lov om tobaksvarer m.v.).,Om tilpasning af gebyrmodellerne for produkter omfattet af lov om elektroniske cigaretter m.v. og lov om tobaksvarer m.v.
8618,232010,,1,2022-01-20 00:00:00,17,90470,3,L 97,"Forslag til lov om ændring af lov om kliniske forsøg med lægemidler, lov om videnskabsetisk behandling af sundhedsvidenskabelige forskningsprojekter og sundhedsdatavidenskabelige forskningsprojekter og sundhedsloven. (Lovteknisk opdatering og mindre præciseringer af national lovgivning til EU-forordning om kliniske forsøg med humanmedicinske lægemidler).",Om kliniske forsøg med humanmedicinske lægemidler.
8626,230921,,1,2022-01-25 00:00:00,17,90133,3,L 76,Forslag til lov om ændring af lov om fuldbyrdelse af straf m.v. (Indskrænkning af livstidsdømtes og visse forvaringsdømtes rettigheder).,Om indskrænkning af livstidsdømtes og visse forvaringsdømtes rettigheder.
8628,233243,,1,2022-01-25 00:00:00,17,90972,3,L 62 A,"Forslag til lov om ændring af lov om godskørsel, lov om buskørsel og lov om udstationering af lønmodtagere m.v. (Tilladelsesordning for international godskørsel i varebiler, ændrede betingelser for udøvelse af national godskørsel i varebiler, udstationering af førere i vejtransporten m.v.).","Om tilladelsesordning for international godskørsel i varebiler, ændrede betingelser for udøvelse af national godskørsel i varebiler, udstationering af førere i vejtransporten m.v."
8645,231040,,1,2022-02-10 00:00:00,17,90145,3,L 65,"Forslag til lov om ændring af børneloven, navneloven og forskellige andre love. (Smidiggørelse af registrering af medmoderskab, fastsættelse af transpersoners forældreskab og navneændring for transpersoner m.v.).","Om smidiggørelse af registrering af medmoderskab, fastsættelse af transpersoners forældreskab og navneændring for transpersoner m.v."
8646,231997,,1,2022-02-10 00:00:00,17,90469,3,L 96,"Forslag til lov om ændring af opkrævningsloven, lov om inddrivelse af gæld til det offentlige og forskellige andre love. (Sanktioner for manglende indsendelse af materiale og tiltag til bekæmpelse af sort økonomi og stråmandskonstruktioner m.v. som led i udmøntning af aftale om anden etape af en styrket skattekontrol).",Om sanktioner for manglende indsendelse af materiale og tiltag til bekæmpelse af sort økonomi og stråmandskonstruktioner m.v.
8647,230986,,1,2022-02-10 00:00:00,17,90138,3,L 78,"Forslag til lov om ændring af straffeloven, retsplejeloven og lov om pas til danske statsborgere m.v. (Styrket indsats mod seksuelle overgreb mod børn og styrket rådgivning til ofre for seksuelle overgreb).",Om styrket indsats mod seksuelle overgreb mod børn og styrket rådgivning til ofre for seksuelle overgreb m.v.
8648,232966,,1,2022-02-10 00:00:00,17,90860,3,L 107,Forslag til lov om ændring af lov om et midlertidigt børnetilskud til visse forsørgere. (Ny forlængelse af det midlertidige børnetilskud).,Om ny forlængelse af det midlertidige børnetilskud.
8665,232798,,1,2022-02-24 00:00:00,17,90805,3,L 105,Forslag til lov om ændring af personskatteloven. (Nedsættelse af bundskatten som følge af kommunale skattestigninger).,Om nedsættelse af bundskatten som følge af kommunale skattestigninger.
8668,230043,,1,2022-03-01 00:00:00,17,89833,3,L 47,Forslag til lov om leje.,Om lejeloven.
8669,230030,,1,2022-03-01 00:00:00,17,89832,3,L 48,Forslag til lov om boligforhold.,Om lov om boligforhold.
8670,230017,,1,2022-03-01 00:00:00,17,89831,3,L 49,"Forslag til lov om ændring af lov om leje af almene boliger, lov om almene boliger m.v., lov om boliger for ældre og personer med handicap og forskellige andre love. (Konsekvensrettelser som følge af lov om leje og lov om boligforhold samt opsigelse af fremlejegivere i almene boliger).",Om konsekvensrettelser som følge af ny lejelov og lov om boligforhold.
8673,232785,,1,2022-03-03 00:00:00,17,90804,3,L 104,"Forslag til lov om ændring af barselsloven. (Indførelse af øremærket orlov, ligedeling af retten til barselsdagpenge og ret til overdragelse af barselsdagpenge til sociale forældre og nærtstående familiemedlemmer m.v.).","Om indførelse af øremærket orlov, ligedeling af retten til barselsdagpenge og ret til overdragelse af barselsdagpenge m.v."
8674,231550,,1,2022-03-03 00:00:00,17,90290,3,L 93,Forslag til lov om ændring af retsplejeloven og lov om elektroniske kommunikationsnet og -tjenester. (Revision af reglerne om registrering og opbevaring af oplysninger om teletrafik (logning) m.v.).,Om logning m.v.
8675,232551,,1,2022-03-03 00:00:00,17,90699,3,L 103,Forslag til lov om ændring af straffeloven. (Kriminalisering af identitetsmisbrug).,Om kriminalisering af identitetsmisbrug.
8688,235852,,1,2022-03-16 00:00:00,17,91553,3,L 145,"Forslag til lov om midlertidig opholdstilladelse til personer, der er fordrevet fra Ukraine.","Om midlertidig opholdstilladelse til personer, der er fordrevet fra Ukraine."
8689,235959,,1,2022-03-22 00:00:00,17,91577,3,L 114 A,"Forslag til lov om ændring af lov om miljøbeskyttelse. (Mulighed for kommunal beslutning om, at dieseldrevne personbiler skal være omfattet af eksisterende miljøzoner).",Om kommunal mulighed for at omfatte dieseldrevne personbiler af eksisterende miljøzoner.
8690,235963,,1,2022-03-22 00:00:00,17,91578,3,L 114 B,Forslag til lov om ændring af lov om miljøbeskyttelse. (Fremrykning af trinkrav for dieseldrevne varebiler).,Om fremrykning af trinkrav for dieseldrevne varebiler.
8691,231775,,1,2022-03-22 00:00:00,17,90368,3,L 95,Forslag til lov om ændring af lov om efterskoler og frie fagskoler. (Permanentgørelse af forsøg med prøver i dansk og matematik på efterskoler og frie fagskoler godkendt med et samlet særligt undervisningstilbud).,Om permanentgørelse af forsøg med prøver i dansk og matematik på efterskoler og frie fagskoler godkendt med et samlet særligt undervisningstilbud.
8692,233411,,1,2022-03-22 00:00:00,17,91003,3,L 109,"Forslag til lov om ændring af lov om spil, lov om afgifter af spil, lov om udlodning af overskud og udbytte fra lotteri, folkeoplysningsloven og lov om Danske Spil A/S. (Sammenlægning af Danske Spil A/S og Det Danske Klasselotteri A/S).",Om sammenlægning af Danske Spil A/S og Det Danske Klasselotteri A/S.
8693,233896,,1,2022-03-22 00:00:00,17,91135,3,L 121,Forslag til lov om ændring af ligningsloven. (Afskaffelse af fradragsret for håndværksydelser efter boligjobordningen).,Om afskaffelse af fradragsret for håndværksydelser efter boligjobordningen.
8694,233359,,1,2022-03-22 00:00:00,17,90999,3,L 108,Forslag til lov om tillægsbevilling for finansåret 2021.,Om tillægsbevillingsloven for finansåret 2021.
8695,235969,,1,2022-03-22 00:00:00,17,91579,3,L 115 A,Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats. (Forsøg med jobrettet indsats for unge).,Om forsøg med jobrettet indsats for unge.
8696,235973,,1,2022-03-22 00:00:00,17,91580,3,L 115 B,"Forslag til lov om ændring af lov om aktiv socialpolitik og lov om arbejdsløshedsforsikring m.v. (Sanktion for jobparate ledige, der ikke søger job i en hel kalendermåned).","Om sanktion for jobparate ledige, der ikke søger job i en hel kalendermåned."
8703,233372,,1,2022-03-29 00:00:00,17,91000,3,L 112,Forslag til lov om infrastruktur for alternative drivmidler til transport.,Om infrastruktur for alternative drivmidler til transport.
8705,236360,,1,2022-03-31 00:00:00,17,91710,3,L 150,Forslag til lov om restriktioner på transaktioner med kontanter og værdipapirer i danske kroner til Rusland og Belarus.,Om restriktioner på transaktioner med kontanter og værdipapirer i danske kroner til Rusland og Belarus.
8706,232260,,1,2022-03-31 00:00:00,17,90554,3,L 99,"Forslag til lov om ændring af lov om gødning og jordforbedringsmidler m.v. (Tilpasninger som følge af en ny gødningsforordning, nye produktkategorier og obligatorisk digital kommunikation m.v.).","Om en ny gødningsforordning, nye produktkategorier og obligatorisk digital kommunikation."
8707,234559,,1,2022-03-31 00:00:00,17,91278,3,L 132,"Forslag til lov om ændring af lov om husdyrbrug og anvendelse af gødning m.v. (Betingelser for tilladelse til tildeling af over 170 kg kvælstof fra organisk gødning pr. hektar, administrative bødeforelæg m.v.).","Om betingelser for tilladelse til tildeling af over 170 kg kvælstof fra organisk gødning pr. hektar, administrative bødeforelæg m.v."
8720,236469,,1,2022-04-07 00:00:00,17,91766,3,L 158,Forslag til lov om engangstilskud til husstande med lav indkomst og varmekilder omfattet af ekstraordinære prisstigninger i fyringssæsonen 2021-2022. ,Om engangstilskud til husstande med lav indkomst og varmekilder omfattet af ekstraordinære prisstigninger i fyringssæsonen 2021-2022.
8721,233346,,1,2022-04-07 00:00:00,17,90998,3,L 113,"Forslag til lov om ændring af udlændingeloven, straffeloven, lov om aktiv socialpolitik, repatrieringsloven og forskellige andre love. (Initiativer til beskyttelse af børn imod vold og negativ social kontrol, indførelse af regler om fleksibel udbetaling af hjælp til repatriering og hjemrejsestøtte m.v.).","Om initiativer til beskyttelse af børn imod vold og negativ social kontrol, indførelse af regler om fleksibel udbetaling af hjælp til repatriering og hjemrejsestøtte m.v."
8723,233776,,1,2022-04-07 00:00:00,17,91125,3,L 127,"Forslag til lov om ændring af lov om dansk indfødsret. (Frakendelse af statsborgerskab for strafbare forhold, som er til alvorlig skade for statens vitale interesser, m.v.).","Om frakendelse af statsborgerskab for strafbare forhold, som er til alvorlig skade for statens vitale interesser, m.v."
8727,236709,,1,2022-04-19 00:00:00,17,91851,3,L 117 A,"Forslag til lov om ændring af selskabsloven, årsregnskabsloven og forskellige andre love. (Skærpede krav om måltal og politikker for det underrepræsenterede køn).",Om skærpede krav om måltal og politikker for det underrepræsenterede køn.
8728,236713,,1,2022-04-19 00:00:00,17,91852,3,L 117 B,"Forslag til lov om ændring af selskabsloven, søloven, lov om tjenester i informationssamfundet, herunder visse aspekter af elektronisk handel, og forskellige andre love. (Styrket grænseoverskridende håndhævelse over for tjenesteudbydere etableret i øvrige EU-lande m.v.).",Om styrket grænseoverskridende håndhævelse over for tjenesteudbydere etableret i øvrige EU-lande m.v.
8729,233789,,1,2022-04-19 00:00:00,17,91126,3,L 118,"Forslag til lov om ændring af lov om finansiel virksomhed, lov om kapitalmarkeder, lov om investeringsforeninger m.v. og flere andre love. (Udpegelse af afviklingsmyndigheder for nødlidende centrale modparter og regler for livsforsikringsvirksomheder, der udbyder syge- og ulykkesforsikringer m.v.).","Om regler for livsforsikringsvirksomheder, der udbyder syge- og ulykkesforsikringer m.v."
8731,236648,,1,2022-04-21 00:00:00,17,91811,3,L 159,Forslag til lov om ændring af SU-loven. (Midlertidig suspension af SU-godkendelse af hele uddannelser i visse lande).,Om midlertidig suspension af SU-godkendelse af hele uddannelser i visse lande.
8733,233909,,1,2022-04-21 00:00:00,17,91136,3,L 123,"Forslag til lov om ændring af færdselsloven og lov om private fællesveje. (Fjernelse af køretøjer, regulering af færdslen ved akutte hændelser, fastsættelse af en lavere hastighedsgrænse for et nærmere afgrænset område uden for tættere bebygget område, forbud mod standsning og parkering i skillerabat m.v. og vintervedligeholdelsesordninger på private fællesveje).",Om forskellige ændringer i færdselsloven og i lov om private fællesveje.
8734,233763,,1,2022-04-21 00:00:00,17,91124,3,L 129,Forslag til lov om ændring af lov om kemikalier. (Begrænsning i eller forbud mod anvendelse af plantebeskyttelsesmidler på befæstede eller stærkt permeable arealer).,Om begrænsning i eller forbud mod anvendelse af plantebeskyttelsesmidler på befæstede eller stærkt permeable arealer.
8735,234546,,1,2022-04-21 00:00:00,17,91277,3,L 142,"Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, lov om lægemidler, blodforsyningsloven, vævsloven og sundhedsloven. (Behandling af professionelle sportsudøvere og personer fra fremmede militære styrker, udlevering og anvendelse af næsespray med naloxon til behandling af opioidoverdosis og indførelse af en ny forsøgsordning med medicintilskud på vilkår om risikodeling).",Om behandling af professionelle sportsudøvere og personer fra fremmede militære styrker og anvendelse af næsespray med naloxon til behandling af opioidoverdosis og forsøgsordning med medicintilskud på vilkår om risikodeling.
8741,233922,,1,2022-04-26 00:00:00,17,91137,3,L 122,Forslag til lov om ombygning af Aarhus H.,Om ombygning af Aarhus H.
8742,233939,,1,2022-04-26 00:00:00,17,91140,3,L 124,Forslag til lov om ændring af lov om ligestilling af kvinder og mænd. (Måltal og politik for kønssammensætningen i ledelser og bestyrelser i offentlige institutioner og virksomheder m.v.).,Om måltal og politik for kønssammensætningen i ledelser og bestyrelser i offentlige institutioner og virksomheder m.v.
8743,233841,,1,2022-04-26 00:00:00,17,91130,3,L 128,Forslag til lov om ændring af lov om dyreforsøg og lov om kloning og genmodificering af dyr m.v. (Supplerende implementering af dyreforsøgsdirektivet).,Om supplerende implementering af dyreforsøgsdirektivet.
8744,234437,,1,2022-04-26 00:00:00,17,91268,3,L 134,Forslag til lov om ændring af lov om arbejdsmiljø. (Ændring af offentliggørelse af oplysninger om virksomhedernes arbejdsmiljø).,Om ændring af offentliggørelse af oplysninger om virksomhedernes arbejdsmiljø.
8745,233385,,1,2022-04-26 00:00:00,17,91001,3,L 110,Forslag til lov om Ledningsejerregistret.,Om Ledningsejerregistret.
8749,237031,,1,2022-04-28 00:00:00,17,91985,3,L 169,"Forslag til lov om ændring af lov om midlertidig opholdstilladelse til personer, der er fordrevet fra Ukraine, lov om individuel boligstøtte, lov om børnetilskud og forskudsvis udbetaling af børnebidrag og integrationsloven. (Kommunal indkvartering og forplejning og tilpasning af regler på integrationsområdet, børne- og undervisningsområdet, social- og ældreområdet, indenrigs- og boligområdet og sundhedsområdet som følge af modtagelse af personer, der er fordrevet fra Ukraine).","Om modtagelse af personer, der er fordrevet fra Ukraine."
