afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_resume
6825,194706,,1,2018-12-18 00:00:00,17,77242,3,L 19,Forslag til lov om ændring af retsplejelov for Grønland og kriminallov for Grønland. (Anbringelse af forvaringsdømte m.v.).,Om anbringelse af forvaltningsdømte efter kriminallov for Grønland m.v.,"Lovforslaget skaber hjemmel til, at personer, der efter den grønlandske kriminallov er dømt til eller overført til anbringelse i forvaring i Danmark, kan overføres til den nye anstalt i Nuuk, som forventes at stå færdig i foråret 2019, og som bl.a. kommer til at indeholde en lukket afdeling, som kan huse forvaringsdømte. Hidtil er personer, der idømmes forvaring efter den grønlandske kriminallov, og som vurderes at udgøre en sikkerhedsmæssig risiko, blevet anbragt i Herstedvester Fængsel i Danmark, bl.a. fordi de åbne anstalter i Grønland ikke er indrettet sikkerhedsmæssigt til anbringelse af særlig farlige personer.

Det foreslås i lovforslaget, at overførsel kun kan ske med den pågældendes samtykke, og at dette samtykke kan tilbagekaldes i indtil 6 måneder efter overførslen med den virkning, at den pågældende tilbageføres til Herstedvester Fængsel. 

Lovforslaget har desuden til formål at ophæve de bestemmelser i retsplejeloven og kriminalloven, der giver mulighed for at anbringe tilbageholdte og dømme eller overføre forvaringsdømte til anbringelse i en psykiatrisk ledet anstalt under Kriminalforsorgen i Danmark. 

Lovforslaget har derudover til formål at indføre hjemmel til, at der kan ske overførsel af forvaringsdømte, der er anbragt i en åben anstalt i Grønland, til den kommende særlige forvaringsafdeling i Nuuk og fra denne afdeling til en åben anstalt i Grønland. 

Endelig har lovforslaget til formål at indføre en bemyndigelse til, at justitsministeren kan fastsætte regler om overførsel af indsatte i en institution under Kriminalforsorgen i Grønland, der af det grønlandske sundhedsvæsen er henvist til lægebehandling eller anden sundhedsmæssig bistand i Danmark, til en institution under Kriminalforsorgen i Danmark."
6827,194680,,1,2018-12-18 00:00:00,17,77240,3,L 20,"Forslag til lov om ændring af straffeloven, retsplejeloven, lov om erstatningsansvar og medieansvarsloven. (Freds- og ærekrænkelser m.v.).",Om freds- og ærekrænkelser m.v.,"Formålet med lovforslaget er bl.a. at styrke det strafferetlige værn mod krænkelser af privatlivets fred og mod ærekrænkelser, bl.a. ved at gennemføre en generel modernisering af straffelovens bestemmelser om freds- og ærekrænkelser. 

Lovforslaget bygger bl.a. på Straffelovrådets betænkning nr.1563/2017 om freds- og ærekrænkelser.

Lovforslaget har, bortset fra forslaget om udvidet beskyttelse mod uberettiget videregivelse af nøgenbilleder, været fremsat for Folketinget den 16. maj 2018 som lovforslag nr. L 240, som Folketinget førstebehandlede den 29. maj 2018, hvorefter det bortfaldt med udgangen af folketingsåret 2017-18.

Det foreslås, at loven træder i kraft den 1. januar 2019.
"
6828,196204,,1,2018-12-18 00:00:00,17,77582,3,L 84,Forslag til lov om bekæmpelse af ungdomskriminalitet.,Om bekæmpelse af ungdomskriminalitet.,"Lovforslaget indebærer, at der oprettes et ungdomskriminalitetsnævn, som skal behandle sager vedrørende børn og unge i alderen 10 til 17 år, som er mistænkt eller dømt for alvorlig eller omfattende kriminalitet. 

Desuden skal der oprettes en ungekriminalforsorg, som i samarbejde med barnets eller den unges opholdskommune skal føre tilsyn med, at barnet eller den unge efterlever ungdomskriminalitetsnævnets afgørelse. 

Lovforslaget udmønter dele af aftalen om en reform af indsatsen mod ungdomskriminalitet, som regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti) indgik den 29. juni 2018 med Socialdemokratiet og Dansk Folkeparti. 

Forslaget skal ses i sammenhæng med lovforslag nr. L 85 om ændring af lov om social service, lov om voksenansvar for anbragte børn og unge og lov om socialtilsyn. 

Det foreslås, at loven træder i kraft den 1. januar 2019.

"
6829,196243,,1,2018-12-18 00:00:00,17,77585,3,L 85,"Forslag til lov om ændring af lov om social service, lov om voksenansvar for anbragte børn og unge, lov om socialtilsyn og lov om røgfri miljøer. (Udvidet anvendelse af unge- og forældrepålæg, ensretning af indsatsen for anbragte kriminalitetstruede unge og styrkelse af sikkerheden på delvis lukkede og sikrede døgninstitutioner).","Om udvidet anvendelse af unge- og forældrepålæg, ensretning af indsatsen for anbragte kriminalitetstruede unge m.v.","Ifølge lovforslaget skal anvendelsen af børne- og ungepålæg og forældrepålæg styrkes. Derudover foreslås det, at indsatsen for anbragte unge skal ensrettes, og at sikkerheden på sikrede og delvis lukkede døgninstitutioner styrkes. 

Lovforslaget udmønter dele af aftalen om en reform af indsatsen mod ungdomskriminalitet, som regeringen (Venstre, Liberal Alliance og Det Konservative Folkeparti) indgik den 29. juni 2018 med Socialdemokratiet og Dansk Folkeparti. 

Lovforslaget skal ses i sammenhæng med lovforslag nr. L 84 om bekæmpelse af ungdomskriminalitet. 

Det foreslås, at loven træder i kraft den 1. januar 2019.
"
6883,194414,,1,2018-12-20 00:00:00,17,77169,3,L 1,Forslag til finanslov for finansåret 2019.,Om finanslov for finansåret 2019.,Finanslovsforslaget fastlægger størrelsen og fordelingen af de samlede statslige udgifter og indtægter for finansåret 2019. Lovforslaget indeholder desuden overslag over statens udgifter for de efterfølgende 3 år. 
6885,194427,,1,2018-12-20 00:00:00,17,77170,3,L 2,"Forslag til lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2022.","Om udgiftslofter for stat, kommuner og regioner for finansåret 2022.","Lovforslaget fastlægger de konkrete niveauer for udgiftslofter for stat, kommuner og regioner for finansåret 2022. Det følger af budgetloven, at lovforslaget om fastsættelse af udgiftslofter for det fjerde af de følgende finansår skal fremsættes sammen med finanslovsforslaget. 
"
6887,194440,,1,2018-12-20 00:00:00,17,77171,3,L 3,"Forslag til lov om ændring af lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2018, lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2019, lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2020 og lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2021. (Konsekvenser af aftale om lavere skat på arbejdsindkomst m.v.).","Om udgiftslofter for stat, kommuner og regioner for finansårene 2018, 2019, 2020 og 2021.","Lovforslaget ændrer de konkrete niveauer for udgiftslofter for stat, kommuner og regioner for finansårene 2018, 2019, 2020 og 2021.  Det fremgår af den skriftlige fremsættelse, at lovforslaget er en følge af, at regeringen i 2018 har indgået en række større politiske aftaler om økonomiske reformer, herunder aftale om lavere skat på arbejdsindkomst og større fradrag for pensionsindbetaling af februar 2018, medieaftale for 2019-2023 af juni 2018 og energiaftale af juni 2018. De foreslåede udgiftslofter afspejler desuden konsekvenserne af aftale på forsvarsområdet for 2018-2023 af januar 2018, delaftaler om opgøret med parallelsamfund af maj 2018 og aftale om ny ferielov m.v.
"
6888,195957,,1,2018-12-20 00:00:00,17,77482,3,L 72,"Forslag til lov om ændring af lov om arbejdsmarkedsuddannelser m.v., lov om forberedende voksenundervisning og ordblindeundervisning for voksne, lov om Arbejdsgivernes Uddannelsesbidrag, lov om godtgørelse og tilskud til befordring ved deltagelse i erhvervsrettet voksen- og efteruddannelse og forskellige andre love. (Styrket og mere fleksibel voksen-, efter- og videreuddannelse og flytning af administrationen af VEU-godtgørelsen m.v. til Arbejdsgivernes Uddannelsesbidrag).",Om styrket og mere fleksibel voksenuddannelse m.v. og flytning af administrationen af VEU-godtgørelsen m.v.,"Lovforslaget udmønter sidste del af trepartsaftalen fra 29. oktober 2017, ""Trepartsaftale om styrket og mere fleksibel voksen-, efter- og videreuddannelse (2018-2021)"". 

I lovforslaget foreslås det bl.a., at arbejdsmarkedsuddannelser skal kunne kombineres med andre arbejdsmarkedsuddannelser, delelementer af andre arbejdsmarkedsuddannelser, andre tilskudsberettigede kurser eller indtægtsdækket virksomhed. Der foreslås samlede udbudsrunder for arbejdsmarkedsuddannelser hvert fjerde år, og at arbejdsmarkedsuddannelser skal udbydes landsdækkende. 

Det foreslås også at omlægge arbejdsmarkedsuddannelserne til et mere tidssvarende koncept, og at der skal være obligatoriske prøver på arbejdsmarkedsuddannelserne. Videregående uddannelsesinstitutioner får desuden mulighed for at kunne udbyde særskilte moduler, som ligger uden for de eksisterende videregående deltidsuddannelser. 

Det foreslås, at loven træder i kraft den 1. januar 2019, dog således at Undervisningsministeren fastsætter tidspunktet for lovens ikrafttræden for visse bestemmelser."
6889,197013,,1,2018-12-20 00:00:00,17,77791,3,L 104,"Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag, lov om erhvervsuddannelser og lov om arbejdsmarkedsuddannelser m.v. (Modelparametre for erhvervsuddannelser til brug for beregning af praktikpladsafhængigt arbejdsgiverbidrag, justering af det aktivitetsafhængige VEU-bidrag, merbidragsfritagelse m.v.).",Om modelparametre for erhvervsuddannelser til brug for beregning af praktikpladsafhængigt arbejdsgiverbidrag m.v.,"Ved lov nr. 706 af 8. juni 2017 blev anden del af trepartsaftalen af 19. august 2016 mellem den daværende regering (Venstre) og arbejdsmarkedets parter, »Trepartsaftale om tilstrækkelig og kvalificeret arbejdskraft i hele Danmark og praktikpladser«, udmøntet ved lov. Med lovændringen blev det praktikpladsafhængige AUB-bidrag indført. Her belønnes de virksomheder, der bidrager til at uddanne erhvervsuddannet arbejdskraft, mens de virksomheder, der ikke i tilstrækkelig grad bidrager til at uddanne erhvervsuddannet arbejdskraft, omvendt pålægges et større ansvar for den samlede finansiering i Arbejdsgivernes Uddannelsesbidrag.

De årlige modelparametre for de enkelte erhvervsuddannelser er fastsat i bilag 1 til lov om Arbejdsgivernes Uddannelsesbidrag. Med dette lovforslag lægges der op til at ændre bilag 1 med sigte på at fastlægge modelparametrene for 2019.

Ved lov nr. 1693 af 26. december 2017 blev det aktivitetsafhængige veu-bidrag indført. Efter denne model skal der ske en årlig tilpasning ved lov af arbejdsgivernes indbetalinger, så indbetalingerne svarer til de forventede udgifter til veu-godtgørelse m.v. Det foreslås på denne baggrund, at det aktivitetsafhængige veu-bidrag for 2019 fastsættes til 451 kr. pr. fuldtidsbeskæftiget.

Lovforslaget indeholder endvidere en række andre justeringer.

Det foreslås, at loven træder i kraft den 1. januar 2019."
6890,197040,,1,2018-12-20 00:00:00,17,77793,3,L 105,Forslag til lov om ændring af forskellige love på Undervisningsministeriets område samt lov om specialpædagogisk støtte ved videregående uddannelser og lov om folkehøjskoler. (Frit leverandørvalg på tegnsprogs- og skrivetolkeområdet og adgang til specialpædagogisk bistand på voksen- og efteruddannelsesområdet og i overgangen mellem uddannelsesniveauer).,Om frit leverandørvalg på tegnsprogs- og skrivetolkeområdet m.v. ,"Lovforslaget er en del af udmøntningen af ""Aftale om bedre veje til uddannelse og job"" fra 13. oktober 2017. 

Lovforslaget indeholder bl.a. et initiativ om indførelse af specialpædagogisk bistand til voksne på de almene og erhvervsrettede voksenuddannelser og en ordning, der sikrer adgang til specialpædagogisk bistand i overgangen mellem uddannelsesniveauer. Herudover indebærer lovforslaget adgang til etablering af en ordning, der skal sikre et friere leverandørvalg af ydelser inden for specialpædagogisk bistand. 


"
6891,194901,,1,2018-12-20 00:00:00,17,77257,3,L 14,Forslag til lov om ændring af lov om kommunernes styrelse. (Ghettorepræsentanter).,Om ghettorepræsentanter efter lov om kommunernes styrelse. ,"Formålet med lovforslaget er at fastsætte regler for de såkaldte ghettorepræsentanters opgaver og beføjelser. Lovforslaget fastsætter, at økonomi- og indenrigsministeren med virkning for den kommunale valgperiode udpeger tre særlige uafhængige ghettorepræsentanter. 

Ghettorepræsentanternes opgave er ifølge lovforslaget at følge almene boligorganisationers og kommuners og statslige myndigheders indsatser rettet imod ghettoområder og udsatte boligområder, herunder indsatserne for at nedbringe antallet af sådanne boligområder, og kommunernes indsatser vedrørende repatriering fra sådanne områder. 

Lovforslaget følger op på regeringens udspil ”Ét Danmark uden parallelsamfund – Ingen ghettoer i 2030” og regeringens politiske aftale med Dansk Folkeparti af 17. august 2018 om ghettorepræsentanterne og deres opgaver og kompetencer. 

Loven træder i kraft den 1. januar 2019.
"
6892,194888,,1,2018-12-20 00:00:00,17,77256,3,L 15,"Forslag til lov om ændring af lov om valg til Folketinget, lov om kommunale og regionale valg, lov om valg af danske medlemmer til Europa-Parlamentet, partiregnskabsloven og lov om kommunernes styrelse. (Ændring af antallet af danske medlemmer af Europa-Parlamentet, forbud mod ens listebetegnelser, valgret til Europa-Parlamentsvalg til udlandsdanskere under værgemål med fratagelse af den retlige handleevne, sikring af udøvelsen af herboende EU-statsborgeres valgret og valgbarhed fra bopælstidspunktet, lovfæstelse af en særlig vederlagsordning for stedfortrædere i kommunalbestyrelsen og regionsrådet m.v.).",Om ændring af antallet af danske medlemmer af Europa-Parlamentet og forbud mod ens listebetegnelse m.v.,"Formålet med lovforslaget er at gennemføre en række forskellige ændringer af valglovgivningen og af lov om kommunernes styrelse. Disse ændringer er bl.a.:

- at antallet af danske medlemmer af Europa-Parlamentet ændres fra 13 til 14 medlemmer som følge af Storbritanniens udtræden af EU,

- at der indføres et forbud mod, at flere forskellige kandidatlister til kommunalbestyrelsesvalg eller regionsrådsvalg opstiller under samme listebetegnelse i den samme kommune henholdsvis region,

- at valgretten udvides til Europa-Parlamentsvalg for personer med dansk indfødsret, der er under værgemål med fratagelse af den retlige handleevne, jf. værgemålslovens § 6, og som midlertidigt har taget ophold i et tredjeland, 

- at herboende EU-statsborgere i overensstemmelse med de EU-retlige regler kan udøve deres valgret og stille op til kommunale og regionale valg samt til valg af danske medlemmer til Europa-Parlamentet fra det tidspunkt, hvor de faktisk tager bopæl i Danmark, dvs. uafhængigt af, om de som følge af manglende registreringsbevis endnu ikke er registreret med bopæl i Danmark i Det Centrale Personregister (CPR),

- at en særlig vederlagsordning lovfæstes for stedfortrædere, der er indkaldt til enkelte møder i kommunalbestyrelsen og regionsrådet, og

- at opgaven som anmeldelsesmyndighed ved folketingsvalg overflyttes fra Statsforvaltningen og formanden for valgbestyrelsen i Bornholms Kommune til Ankestyrelsen.
"
