afstemningid,sagstrinid,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_titel_en
9823,255263,1,2024-06-04 00:00:00,17,98271,3,L 160,"Forslag til lov om ændring af lov om Politiets Efterretningstjeneste (PET), lov om etablering af et udvalg om forsvarets og politiets efterretningstjenester og lov om beskyttelse af whistleblowere. (Styrkelse af tilsynet med efterretningstjenesterne).",Om styrkelse af tilsynet med efterretningstjenesterne.,"Proposal for a law amending the Law on Police Intelligence (PET), law setting up a committee on defence and police intelligence services and the law on the protection of whistleblowers."
9824,255542,1,2024-06-04 00:00:00,17,98363,3,L 179,"Forslag til lov om ændring af lov om euforiserende stoffer. (Tydeliggørelse af advarselsreglen og ændring af ordningen om fritagelse fra strafforfølgning i tilknytning til stofindtagelsesrum).
",Om tydeliggørelse af advarselsreglen og ændring af ordningen om fritagelse fra strafforfølgning i tilknytning til stofindtagelsesrum.,Proposal for a law amending the law on drugs.
9825,254358,1,2024-06-04 00:00:00,17,97927,3,L 147,"Forslag til lov om ændring af udlændingeloven. (Øget fleksibilitet i forbindelse med ophold efter fasttrackordningens korttidsspor, udvidelse af jobskiftereglen og ændring af kravet om dansk bankkonto).",Om fasttrackordningens korttidsspor og udvidelse af jobskiftereglen m.v.,"Proposal for a law amending the Aliens Act (Increased flexibility for stays following the short-term track of the fasttrack scheme, extension of the change of job rule and amendment of the requirement for Danish bank account)."
9826,253123,1,2024-06-04 00:00:00,17,97656,3,L 127,"Forslag til lov om ændring af lov om apoteksvirksomhed, lov om lægemidler og sundhedsloven. (Justeringer af den økonomiske styringsmodel for apotekssektoren, flere muligheder for apotekernes og sygehusapotekernes aflastning af det øvrige sundhedsvæsen og nedlæggelse af voldgiftsnævnet for apoteksovertagelse m.v.).",Om tilpasning af apotekersektorens økonomimodel med fokus på den sundhedsfaglige kerneopgave m.v.,"Proposal for a law amending the Law on Pharmacy, the Law on Medicinal Products and the Health Act."
9827,254896,1,2024-06-04 00:00:00,17,98115,3,L 158,"Forslag til lov om ændring af lov om klage- og erstatningsadgang inden for sundhedsvæsenet og lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed. (Ændring af patientklagesystemet, mulighed for sekretariatsafgørelser i patienterstatningsankesager, afvikling af Det Rådgivende Praksisudvalg og afbureaukratisering ved ejerskifte i tandlægeklinikker).",Om forbedring af patientklagesystemet m.v.,"Proposal for a law amending the Law on access to health care and compensation and the Law on the authorisation of health professionals and on health professions. (Change of the patient complaint system, possibility of secretarial decisions in patient redress cases, winding-up of the Advisory Committee on Practice and debureaucratisation of the change of ownership of dental clinics)."
9828,255185,1,2024-06-04 00:00:00,17,98265,3,L 170,Forslag til lov om ændring af lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed og udlændingeloven. (Anbefalinger fra taskforce om udenlandsk arbejdskraft og ændring af gebyrer for autorisation af sundhedspersoner).,Om smidigere rammer for rekruttering af udenlandske sundhedspersoner fra Tredjelande.,Proposal for a law amending the Law on the Authorisation of Health Careers and on Healthcare and Aliens Act. (Recommendations from the Task Force on Foreign Labour and Amendment of Fees for the Authorisation of Healthcare People).
9830,255237,1,2024-06-04 00:00:00,17,98269,3,L 172,Forslag til lov om ændring af lov om lægemidler. (Pligtmæssige lagre af kritiske lægemidler m.v.).,Om pligtmæssige lagre af kritiske lægemidler m.v.,Proposal for a law amending the Law on medicinal products.
9831,255211,1,2024-06-04 00:00:00,17,98267,3,L 173,"Forslag til lov om ændring af lov om tobaksvarer m.v., lov om elektroniske cigaretter m.v. og lov om forbud mod salg af tobak og alkohol til personer under 18 år. (Udmøntning af dele af forebyggelsesplanen målrettet børn og unge – tobak, nikotin og alkohol).","Om udmøntning af dele af forebyggelsesplanen målrettet børn og unge – tobak, nikotin og alkohol.","Proposal for a law amending the law on tobacco products, the law on electronic cigarettes, etc., and the law prohibiting the sale of tobacco and alcohol to persons under the age of 18. (Coining of parts of the prevention plan targeted children and young people, tobacco, nicotine and alcohol)."
9832,255747,1,2024-06-04 00:00:00,17,98388,3,L 189,Forslag til lov om ændring af lov om klage- og erstatningsadgang inden for sundhedsvæsenet. (Videreførelse af gældende tandskadeerstatningsordning m.v.).,Om videreførelse af gældende tandskadeerstatningsordning.,Proposal for a law amending the Law on access to health care and compensation.
9833,255646,1,2024-06-04 00:00:00,17,68570,3,L 180,"Forslag til lov om ændring af udlændingeloven, lov om erhvervsuddannelser og lov om institutioner for erhvervsrettet uddannelse. (Ny opholdsordning på baggrund af uddannelsestilknytning m.v.).",Om ny opholdsordning på baggrund af uddannelsestilknytning m.v.,"Proposal for a law amending the law on foreigners, the law on vocational training and the law on vocational training institutions."
9836,255250,1,2024-06-04 00:00:00,17,98270,3,L 177,Forslag til lov om indfødsrets meddelelse.,Om indfødsrets meddelelse.,Draft law on the notification of citizenship.
9837,255367,1,2024-06-04 00:00:00,17,98279,3,L 174,Forslag til lov om ændring af lov om almene boliger m.v. og lov om leje af almene boliger. (Fritagelse for genansøgning om boligstøtte efter bortfald på grund af Landsbyggefondens tilskud til midlertidige huslejenedsættelser).,Om fritagelse for genansøgning om boligstøtte efter bortfald på grund af Landsbyggefondens tilskud til midlertidige huslejenedsættelser.,Proposal for a law amending the General Housing Act and the General Housing Act.
9838,255393,1,2024-06-04 00:00:00,17,98281,3,L 175,Forslag til lov om anlæg af ny vejforbindelse mellem Tingbjerg og Husum i Københavns Kommune.,Om anlæg af ny vejforbindelse mellem Tingbjerg og Husum i Københavns Kommune.,Proposal for a law on the construction of new road link between Tingbjerg and Husum in the City of Copenhagen.
9839,255380,1,2024-06-04 00:00:00,17,98280,3,L 176,Forslag til lov om fravigelse af begrænsninger for anvendelsen af dele af arealerne i det almene boligområde Tingbjerg-Utterslevhuse i Københavns Kommune.,Om fravigelse af begrænsninger for anvendelsen af dele af arealerne i det almene boligområde Tingbjerg-Utterslevhuse i Københavns Kommune.,Proposal for a law derogating from restrictions on the use of parts of the land in the general residential area of Tingbjerg-Utterslevhus in the City of Copenhagen.
9840,255607,1,2024-06-04 00:00:00,17,98368,3,L 187,Forslag til lov om ændring af adoptionsloven. (Håndtering af konsekvenserne ved afvikling af Danish International Adoption).,Om håndtering af konsekvenserne ved afvikling af Danish International Adoption.,Draft law amending the adoption law. (Handling the consequences of winding up Danish International Adoption).
9841,255568,1,2024-06-04 00:00:00,17,98365,3,L 188,"Forslag til lov om ændring af lov om social service, lov om voksenansvar for anbragte børn og unge, lov om retssikkerhed og administration på det sociale område og lov om opkrævning af underholdsbidrag. (Ændring af reglerne om magtanvendelse og andre indgreb i selvbestemmelsesretten, om forældelse af underholdsbidrag m.v.).",Om ændring af reglerne for magtanvendelse og andre indgreb i selvbestemmelsesretten m.v.,"Proposal for a law amending the Social Service Act, the Law on Adult Responsibility for Children and Young People, the Law on Legal Security and Administration in the Social Field and the Law on the Collection of Maintenance (Amendment of Rules on the Use of Force and Other Interventions in the Right of Self-determination, on the Obsolescence of Maintenance, etc.)."
9842,255224,1,2024-06-04 00:00:00,17,98268,3,L 164,Forslag til lov om ændring af SU-loven. (Reform af SU-systemet på det videregående uddannelsesområde).,Om reform af SU-systemet på det videregående uddannelsesområde.,Proposal for a law amending the S.U. Act. (Reform of the S.U. system in the field of higher education).
9843,254844,1,2024-06-04 00:00:00,17,98111,3,L 151,"Forslag til lov om ændring af lov om visse erhvervsdrivende virksomheder, selskabsloven, lov om finansiel virksomhed og forskellige andre love. (Bedre vilkår for demokratiske virksomheder samt regler om frakendelse af retten til at være ledelsesmedlem som følge af digitaliseringsdirektivet).",Om en delvis udmøntning af Aftale om demokratiske virksomheder.,"Proposal for a law amending the law on certain commercial enterprises, company law, the law on financial activities and various other laws. (Better conditions for democratic companies and rules on the disqualification of the right to be a member of management as a result of the digitisation directive)."
9844,255289,1,2024-06-04 00:00:00,17,98273,3,L 167,"Forslag til lov om ændring af lov om Miljø- og Fødevareklagenævnet, lov om Planklagenævnet, lov om fremme af vedvarende energi og forskellige andre love. (Effektivisering af sagsbehandlingen i Planklagenævnet, Miljø- og Fødevareklagenævnet og Energiklagenævnet m.v.).","Om effektivisering af sagsbehandlingen i Planklagenævnet, Miljø- og Fødevareklagenævnet og Energiklagenævnet.","Draft law amending the Law on the Environmental and Food Complaints Board, the Law on the Board of Appeal, the Law on the Promotion of Renewable Energy and various other laws. (Effectiveisation of proceedings in the Board of Appeal, the Environmental and Food Complaints Board and the Energy Complaints Board, etc.)."
9845,255315,1,2024-06-04 00:00:00,17,98275,3,L 168,Forslag til lov om ændring af lov om anvendelsen af visse af Den Europæiske Unions retsakter om økonomiske forbindelser til tredjelande m.v. (Bemyndigelse til at vedtage national kontrol med eksport af visse produkter med dobbelt anvendelse og indførelse af straffebestemmelser i forbindelse med den nye nationale kontrol og eksport til våbenembargolande).,Om at styrke dansk kontrol med produkter og teknologier med dobbelt anvendelse m.v.,"Proposal for a law amending the law on the application of certain acts of the European Union on economic relations with third countries, etc. (Authorisation to adopt national controls on exports of certain dual-use products and the introduction of penalties for new national controls and exports to arms embargo countries)."
9846,255328,1,2024-06-04 00:00:00,17,98276,3,L 169,Forslag til lov om ændring af lov om betalinger. (Midlertidig lempelse af kontantreglen).,Om midlertidig lempelse af kontantreglen.,Draft law amending the law on payments. (Temporary relaxation of the cash rule).
9847,255633,1,2024-06-04 00:00:00,17,98370,3,L 182,Forslag til lov om afgift af CO2e-emissioner fra kvoteomfattede sektorer (emissionsafgiftsloven).,Om afgift af CO2e-emissioner fra kvoteomfattede sektorer. ,Proposal for a law on the taxation of CO2e emissions from quota sectors (emission tax law).
9848,255620,1,2024-06-04 00:00:00,17,98369,3,L 183,"Forslag til lov om ændring af lov om kuldioxidafgift af visse energiprodukter, lov om energiafgift af mineralolieprodukter m.v., lov om afgift af naturgas og bygas m.v., lov om afgift af stenkul, brunkul og koks m.v. og forskellige andre love. (Gennemførelse af dele af »Aftale om Grøn skattereform for industri mv.« fra juni 2022, ændringer som følge af emissionsafgiftsloven og udvidelse af adgang til ekstraordinær genoptagelse på afgiftsområdet m.v.).",Om gennemførelse af dele af aftale om grøn skattereform for industri m.v.,"Proposal for a law amending the Law on the carbon dioxide tax of certain energy products, the Law on the energy tax of petroleum products, etc., the Law on the tax of natural gas and urban gas, the Law on the tax of coal, lignite and coke, etc., and various other laws. (Implementation of parts of the Agreement on Green tax reform for industry, etc., June 2022, amendments resulting from the Act on emissions tax, and extension of access to extraordinary resumption in the field of taxation, etc.)."
