afstemningid,sag_titel,sag_titel_en,dato
8446,"Forslag til lov om ændring af lov om luftfart. (Præcisering af rammerne for indskrænkninger i adgangen til luftfart og for tildeling af tilladelse til at udføre ruteflyvning, hjemmel til krav om sikkerhedsgodkendelser m.v.).","Proposal for a law amending the Law on Air Transport (Preparation of the framework for restrictions on access to air transport and for the granting of permission to operate scheduled air services, legal basis for requirements for safety authorisations, etc.).",2021-12-09 10:00:00
8452,"Forslag til lov om ændring af pensionsbeskatningsloven, pensionsafkastbeskatningsloven og forskellige andre love. (Korrektion af fejlindbetalinger til pensionsordninger, flytning af årets pensionsindbetalinger til andet pensionsinstitut og justeringer af bl.a. pensionsbeskatningsloven og pensionsafkastbeskatningsloven).","Proposal for a law amending the Pension Tax Act, the Pension Return Tax Act and various other laws (Correction of mispayment to pension schemes, transfer of pension payments to other pension institutions of the year and adjustments to, inter alia, the Pension Taxation Act and the Pension Return Tax Act).",2021-12-14 00:00:00
8453,"Forslag til lov om ændring af lov om Arbejdsgivernes Uddannelsesbidrag. (Justering af fleksibelt uddannelsesbidrag og aktivitetsafhængigt VEU-bidrag for 2022, fastsættelse af modelparametre for erhvervsuddannelser til brug for beregning af praktikpladsafhængigt arbejdsgiverbidrag for 2022 og fastholdelse af merbidragssats m.v.).","Proposal for a law amending the Law on Employers' Educational Contribution. (Adjusting flexible training contributions and activity-dependent VEU contributions for 2022, setting model parameters for vocational training to be used for calculating internship-dependent employer contributions for 2022 and maintaining additional contribution rates, etc.).",2021-12-14 00:00:00
8454,"Forslag til lov om ændring af straffeloven, retsplejeloven og lov om tilhold, opholdsforbud og bortvisning. (Styrket indsats mod stalking).","Proposal for a law amending the Criminal Code, the Code of Procedure and the Act on restraining orders, residence bans and expulsions. (Strengthened action against stalking).",2021-12-14 13:00:00
8459,"Forslag til lov om ændring af straffeloven, retsplejeloven, hvidvaskloven og forskellige andre love. (Implementering af initiativer i aftale om politiets og anklagemyndighedens økonomi 2021-2023, herunder etablering af National Enhed for Særlig Kriminalitet).","Draft law amending the Criminal Code, the Code of Criminal Procedure, the Laundry Act and various other laws. (Implementation of initiatives in agreement on the Police and Public Prosecutor's Economy 2021-2023, including the establishment of the National Unit for Special Crime).",2021-12-16 10:00:00
8460,Forslag til lov om ændring af lov om pas til danske statsborgere m.v. (Styrkelse af passikkerheden m.v.).,"Draft law amending the law on passports for Danish citizens, etc. (strengthening passport security, etc.).",2021-12-16 00:00:00
8461,"Forslag til lov om ændring af lov om Det Centrale Personregister. (Palæstina, Gaza, Vestbredden og Østjerusalem som fødselsregistreringssted i CPR).","Proposal for a law amending the Central Personal Register of Persons (Palestine, Gaza, West Bank and East Jerusalem as a place of birth registration in the CPR).",2021-12-16 00:00:00
8462,Forslag til lov om ændring af lov om ændring af kriminallov for Grønland og retsplejelov for Grønland. (Ophævelse af ophørsklausul for foranstaltninger til at forebygge og inddæmme smitte med covid-19 m.v.).,Proposal for a law amending the law amending the law on criminal law for Greenland and the law on the administration of justice for Greenland.,2021-12-16 00:00:00
8463,"Forslag til lov for Grønland om identifikation af aktionærer, videregivelse af oplysninger og lettelse af udøvelsen af aktionærrettigheder.","Draft law for Greenland on the identification of shareholders, disclosure of information and facilitation of the exercise of shareholder rights.",2021-12-16 00:00:00
8464,Forslag til lov om ændring af lov om stormflod og stormfald. (Indførelse af erstatning for visse skader forårsaget af tørke samt ændring af lovens titel m.v.).,"Draft law amending the law on storms and storms. (Incorporation of compensation for certain damage caused by droughts and amendment of the title of the law, etc.).",2021-12-16 00:00:00
8465,"Forslag til lov om ændring af lov om valg til Folketinget, lov om valg af danske medlemmer til Europa-Parlamentet og lov om kommunale og regionale valg. (Forbud mod betaling for vælgererklæringer og stillerunderskrifter samt krav om godkendelse af navneændring for opstillingsberettigede partier m.v.).","Draft law amending the Act on Elections to the Folketing, Act on Elections of Danish Members to the European Parliament and Law on Municipal and Regional Elections. (Objections against payment for electoral declarations and making signatures, as well as requirements for approval of change of name for eligible parties, etc.).",2021-12-16 00:00:00
8466,Forslag til lov om ændring af lov om frikommunenetværk. (Forlængelse af udvalgte forsøgsmuligheder i Frikommuneforsøg II).,Proposal for a law amending the Law on Free Commune Networks. (Extension of selected experimental possibilities in Free Commune Study II).,2021-12-16 00:00:00
8467,Forslag til lov om ændring af lov om beskyttelse af havmiljøet. (Geologisk lagring af CO2 under havbunden).,Proposal for a law amending the Law on the Protection of the Marine Environment (Geological storage of CO2 below the seabed).,2021-12-16 00:00:00
8468,"Forslag til lov om ændring af lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v., lov om de gymnasiale uddannelser, lov om private institutioner for gymnasiale uddannelser og lov om institutioner for erhvervsrettet uddannelse. (Udskydelse af solnedgangsklausul, afskaffelse af ventelister, begrænsning af mulighed for institutionsskift, etablering af tilskudsloft for elever på private gymnasier og midlertidigt stop for optag).","Proposal for a law amending the law on institutions for general upper secondary education and adult general education, etc., the law on upper secondary education, the law on private institutions for upper secondary education and the law on institutions for vocational education and training (exclusion of the sunset clause, abolition of waiting lists, limitation of the possibility of institutional change, establishment of a ceiling on grants for pupils in private secondary schools and temporary cessation of admissions).",2021-12-16 00:00:00
8481,"Forslag til lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v. og lov om arbejdsløshedsforsikring m.v.
 (Forlængelse af midlertidig ordning om ret til at få fratrukket merindtægt som følge af arbejde relateret til covid-19 ved indtægtsregulering af folke-, senior- og førtidspension m.v. og fritagelse for fradrag i efterløn for merindtægt fra arbejde relateret til covid-19).
","Draft Law amending the Law on Social Pensions, Law on the Highest, Middle, Higher General and General Early Child Benefit, etc., and the Law on Unemployment Insurance, etc. (Extension of temporary scheme on the right to receive additional income from work related to covid-19 by income adjustment of folk, senior and early retirement etc., and exemption from deductions from early retirement for additional income from work related to covid-19).",2021-12-21 00:00:00
8482,"Forslag til lov om ændring af lov om adgang til iværksættelse af midlertidig arbejdsfordeling som led i håndteringen af covid-19 og lov om arbejdsløshedsforsikring m.v. (Forlængelse af den midlertidige arbejdsfordelingsordning m.v.).
","Proposal for a law amending the law on access to temporary work distribution in the context of the management of covid-19 and the law on unemployment insurance, etc. (extension of the temporary work distribution system, etc.).",2021-12-21 00:00:00
8483,"Forslag til lov om ændring af lov om en aktiv beskæftigelsesindsats og lov om arbejdsmiljø. (Forlængelse af retten til uddannelse for personer, der har arbejdet i minkerhvervet eller følgeerhverv, inden for en pulje til og med 2022 og bemyndigelse til at fastsætte regler om Arbejdstilsynets behandling af personoplysninger i forbindelse med brug af hjælpeværktøjer m.v.).","Proposal for a law amending the Act on Active Occupational Safety and Health at Work. (Extensification of the right to training of persons who have worked in the mink industry or secondary occupations within a pool up to and including 2022 and authorisation to lay down rules on the processing of personal data by the Labour Inspectorate in connection with the use of auxiliary tools, etc.).",2021-12-21 00:00:00
8609,Forslag til finanslov for finansåret 2022.,Draft Finance Act for the financial year 2022.,2021-12-22 00:00:00
8610,"Forslag til lov om fastsættelse af udgiftslofter for stat, kommuner og regioner for finansåret 2025.","Proposal for a law on the establishment of expenditure ceilings for state, municipalities and regions for the financial year 2025.",2021-12-22 00:00:00
